teamId,oid,aid,title,subContent,sourceName,thumbnail,image,type,sectionId,sectionName,sportsSection,dateTime,count
SS,241,0003439245,"리그 '타율 1위'에게 희생번트 주문을 두 번이나? ""이겨야 하니까요""","번트를 시도하는 김성윤. 삼성 제공""추가 득점을 내기 위해 작전을 썼습니다.""타율 0.340, 리그 수위 타자에게 삼성 라이온즈 벤치가 작전을 걸었다. 희생번트 2개. 그만큼 삼성은 승리에 간절했다. 삼성은 지난 21일 키움 히어로즈와의 고척 경기에서 6-1로 승리했다. 리드오프 김지찬이 2안타 1볼넷으로 세 번이나 출루...",일간스포츠,https://imgnews.pstatic.net/image/thumb154/241/2025/05/22/3439245.jpg,https://imgnews.pstatic.net/image/241/2025/05/22/0003439245_001_20250522180211477.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T18:02:02,8589
SS,108,0003331325,"'8연패→또 3연패' 삼성의 5월 첫 연승, '타율 0.360-출루율 0.442' 사령탑은 '김지찬 효과'를 외쳤다 [고쳑 현장]",[스타뉴스 | 고척=안호근 기자] 삼성 김지찬이 21일 키움전 득점 후 동료들과 하이파이브를 나누고 있다. /사진=삼성 라이온즈 제공&quot;김지찬 효과가 있는 것 같아요&quot;삼성 라이온즈의 마지막 연승은 지난달 23일 KIA전부터 29일 SSG전까지 거둔 6연승이었다. 이후로는 2연승도 없었다. 5월 중순을 한참...,스타뉴스,https://imgnews.pstatic.net/image/thumb154/108/2025/05/22/3331325.jpg,https://imgnews.pstatic.net/image/108/2025/05/22/0003331325_001_20250522175612061.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T17:55:36,2475
SS,076,0004279545,"'얼마만의 연승이냐' 박진만 감독 함박웃음 ""김지찬 효과 있는 것 같다"" [고척 현장]","2일 광주 기아챔피언스필드에서 열린 KIA 타이거즈와 삼성 라이온즈의 경기. 8회초 1루 1,2루 삼성 박병호 적시타 때 구자욱이 득점 후 박진만 감독과 포옹을 하고 있다. 광주=박재만 기자 pjm@sportschosun.com/2025.04.02/[고척=스포츠조선 김용 기자] ""김지찬 효과가 있는 것 같다.""삼성 라이온...",스포츠조선,https://imgnews.pstatic.net/image/thumb154/076/2025/05/22/4279545.jpg,https://imgnews.pstatic.net/image/076/2025/05/22/2025052201001410300212171_20250522174621756.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T17:46:21,2153
SS,477,0000551486,"""연승 언제였죠? 6연승? 까마득하네"" 삼성 다시 올라간다, 박진만 감독 ""선발이 잘 던져서""","▲ 아리엘 후라도와 박진만 감독(왼쪽부터) ⓒ 삼성 라이온즈▲ 김지찬 ⓒ 삼성 라이온즈[스포티비뉴스=고척, 신원철 기자] ""진짜 우리 언제 연승했죠? 6연승 기록 세운 거. 까마득하네요.""삼성 라이온즈가 모처럼 연승을 시작했다. 지난달 23일 KIA전부터 29일 SSG전까지 6연승으로 2위로 올라섰던 것이 마지막 연승이었...",스포티비뉴스,https://imgnews.pstatic.net/image/thumb154/477/2025/05/22/551486.jpg,https://imgnews.pstatic.net/image/477/2025/05/22/0000551486_001_20250522174509804.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T17:45:09,2124
SS,144,0001041460,‘5월 첫 연승’ 박진만 삼성 감독 “‘김지찬 효과’에 팀 분위기 상승”[스경X현장],삼성 김지찬. 삼성 라이온즈 제공침체기에 빠져 있던 삼성이 살아나고 있다. 5월 첫 연승을 기록하며 키움전 위닝 시리즈를 확정했다.박진만 삼성 감독은 22일 서울 고척스카이돔에서 열리는 키움과의 경기 전 “‘김지찬 효과’가 있는 것 같다”라며 웃었다.김지찬은 이번 시즌 햄스트링 부상으로 인해 2차례 부상자 명단에 올랐다....,스포츠경향,https://imgnews.pstatic.net/image/thumb154/144/2025/05/22/1041460.jpg,https://imgnews.pstatic.net/image/144/2025/05/22/0001041460_001_20250522173618906.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T17:35:17,1450
SS,425,0000165087,"삼성 후라도, 고척 복귀전서 6이닝 1실점...269일 만에 복귀해 완벽 투구",삼성 외국인 투수 후라도의 투구. 사진[연합뉴스][진병두 마니아타임즈 기자] 서울 고척스카이돔 마운드를 다시 밟은 아리엘 후라도(29·삼성 라이온즈)는 마치 고향에 돌아온 것처럼 편안한 표정이었다.2023년 키움 히어로즈 유니폼을 입고 KBO리그 경력을 시작한 후라도는 고척스카이돔에서 유독 강한 면모를 보인 투수다.그의...,마니아타임즈,https://imgnews.pstatic.net/image/thumb154/425/2025/05/22/165087.jpg,https://imgnews.pstatic.net/image/425/2025/05/22/2025052214211602108dad9f33a29211213117128_20250522164408846.png,1,kbo,KBO리그,kbaseball,2025-05-22T16:44:08,1071
SS,076,0004279482,"8이닝 역투에 4연속 QS→5월 無승, 원크라이? 블론에 박수치고, 격려한 대인배 에이스",20일 서울 고척스카이돔에서 열린 삼성-키움전. 8회말 1사 만루 카디네스를 유격수 병살타로 처리한 원태인이 기뻐하고 있다. 고척=정재근 기자 cjg@sportschosun.com/2025.5.20/[스포츠조선 정현석 기자]삼성 라이온즈 원태인이 8이닝 1실점 역투로 연패를 끊었다. 원태인은 20일 서울 고척스카이돔에서...,스포츠조선,https://imgnews.pstatic.net/image/thumb154/076/2025/05/22/4279482.jpg,https://imgnews.pstatic.net/image/076/2025/05/22/2025052101001318800198511_20250522150913730.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T15:09:13,3097
SS,076,0004279473,"""오늘만"" 외치며 1000번째까지…만능 내야수가 걸어온 길, 주장·최고참이 붙잡은 이유 분명했다","류지혁. 사진제공=삼성 라이온즈4일 대구 삼성라이온즈파크에서 열린 삼성 라이온즈와 한화 이글스의 경기. 삼성 류지혁이 수비 훈련을 하고 있다. 대구=박재만 기자 pjm@sportschosun.com/2025.04.04/[스포츠조선 이종서 기자] ""(류)지혁이 같은 선수 한 명만 있으면 딱인데….""몇 년 전 수도권 구단 지...",스포츠조선,https://imgnews.pstatic.net/image/thumb154/076/2025/05/22/4279473.jpg,https://imgnews.pstatic.net/image/076/2025/05/22/2025052201001381900205723_20250522144619575.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T14:46:19,3470
SS,445,0000300065,"삼성, 키움 상대 5전 전승?...삼성 레예스 vs 키움 김연주 선발 맞대결","선발 투수 삼성 레예스(MHN 박성하 인턴기자) 삼성이 값진 2연승을 챙겼다. 22일 오후 6시 30분, 서울 고척 스카이돔에서 2025 신한 SOL 뱅크 KBO리그 삼성 라이온즈와 키움 히어로즈 3연전의 마지막이 시작된다. 올 시즌 키움 상대전적 4전 전승을 기록 중인 삼성은 이번 경기에서 5전 전승을 노린다.지난 21...",MHN스포츠,https://imgnews.pstatic.net/image/thumb154/445/2025/05/22/300065.jpg,https://imgnews.pstatic.net/image/445/2025/05/22/0000300065_001_20250522143008918.png,1,kbo,KBO리그,kbaseball,2025-05-22T14:30:08,8723
SS,144,0001041393,1000번째 경기에 결승타 날린 삼성 류지혁 “강민호 형처럼 2400 경기 뛰어야죠”[스경X인터뷰],삼성 류지혁. 삼성 라이온즈 제공1000경기를 찍은 류지혁(31·삼성)은 이제 2000경기를 바라본다.류지혁은 지난 21일 키움과의 경기에서 KBO 184번째로 1000경기 출장을 달성했다. 이날 4회 적시타를 때리며 삼성의 첫 득점을 만든 류지혁은 삼성의 6-1 승리를 이끌었다. 류지혁의 결승타에 힘입어 삼성은 5월 첫...,스포츠경향,https://imgnews.pstatic.net/image/thumb154/144/2025/05/22/1041393.jpg,https://imgnews.pstatic.net/image/144/2025/05/22/0001041393_001_20250522130711098.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T13:07:11,3764
SS,421,0008266986,"김지찬 복귀 효과 확인한 삼성, 더 이상의 부상은 안 된다","8일 오후 대구 삼성라이온즈파크에서 열린 프로야구 '2025 신한 SOL 뱅크 KBO 리그' SSG 랜더스와 삼성 라이온즈의 시범경기, 1회말 1사 3루 상황 삼성 3번타자 구자욱의 우익수 방면 희생플라이 때 3루주자 김지찬이 홈을 밟아 득점에 성공한 뒤 동료들의 축하를 받고 있다. 2025.3.8/뉴스1 ⓒ News1...",뉴스1,https://imgnews.pstatic.net/image/thumb154/421/2025/05/22/8266986.jpg,https://imgnews.pstatic.net/image/421/2025/05/22/0008266986_001_20250522123012188.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T12:29:27,11301
SS,076,0004279439,"'라팍'에 길들여진, 삼성의 극단적 홈런 야구...이 선수 없다면 '폭망' 가능성도","20일 서울 고척스카이돔에서 열린 삼성-키움전. 11회초 1사 만루 김지찬이 1타점 적시타를 친 후 환호하고 있다. 고척=정재근 기자 cjg@sportschosun.com/2025.5.20/[스포츠조선 김용 기자] 집 나가면 수그러지는 삼성 타격, 김지찬만 돋보인다. 삼성 라이온즈는 20, 21일 키움 히어로즈와의 고척스...",스포츠조선,https://imgnews.pstatic.net/image/thumb154/076/2025/05/22/4279439.jpg,https://imgnews.pstatic.net/image/076/2025/05/22/2025052301001391700208721_20250522142419161.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T12:08:17,9439
SS,117,0003945798,"""삼성, 충분히 올라갈 수 있는 팀"" 승률 71%의 사나이가 단언했다…복귀 후 타율 4할&팀 연승→이것이 '김지찬 효과' [MD고척]","삼성 라이온즈 김지찬./삼성 라이온즈삼성 라이온즈 김지찬./삼성 라이온즈[마이데일리 = 고척 김경현 기자] ""충분히 위로 올라갈 수 있는 팀이다"" 삼성 라이온즈의 '작은 거인' 김지찬이 팀의 상승세를 확신했다. 김지찬이 복귀하자마자 삼성은 5월 첫 연승을 달렸다. 이것이 바로 '김지찬 효과'다. 김지찬은 21일 서울 고척...",마이데일리,https://imgnews.pstatic.net/image/thumb154/117/2025/05/22/3945798.jpg,https://imgnews.pstatic.net/image/117/2025/05/22/0003945798_001_20250522120407144.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T11:29:11,23424
SS,445,0000299977,"'못보겠다' 턱돌이도 망연자실...하영민 호투에도 타선 불 꺼진 키움, 2주 연속 루징시리즈",(MHN 권수연 기자) 곧 시작될 무더위처럼 길어지는 패배에 점점 지쳐간다. 키움 히어로즈는 지난 21일 고척 스카이돔에서 열린 2025 신한SOL뱅크 KBO리그 삼성 라이온즈와 경기에서 1-6으로 대패했다. 이 경기 패배로 키움은 14승 37패로 최하위에 발이 굳어버렸다. 삼성은 23승1무25패로 7위다.외인 투수 케니...,MHN스포츠,https://imgnews.pstatic.net/image/thumb154/445/2025/05/22/299977.jpg,https://imgnews.pstatic.net/image/445/2025/05/22/0000299977_001_20250522110711217.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T11:07:11,6245
SS,468,0001148966,"“1000G 뿌듯하네요” 삼성 ‘만능 유틸리티’ 웃었다, 끝이 아니다…“목표는 강민호·최형우!” [SS스타]","삼성 류지혁이 21일 고척스카이돔에서 열린 2025 KBO리그 키움전 승리 후 인터뷰에 응했다. 고척 | 김동영 기자 raining99@sportsseoul.com[스포츠서울 | 고척=김동영 기자] “목표는 강민호, 최형우!”통산 1000경기 출장 기록을 썼다. KBO리그 역대 184번째다. 40년 넘는 역사에서 200명...",스포츠서울,https://imgnews.pstatic.net/image/thumb154/468/2025/05/22/1148966.jpg,https://imgnews.pstatic.net/image/468/2025/05/22/0001148966_001_20250522105815458.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T10:58:15,3672
SS,003,0013258090,"'QS 보장' 삼성 에이스 후라도, 득점 지원 받으면 적수가 없다",[서울=뉴시스] 프로야구 삼성 라이온즈 아리엘 후라도(왼쪽)가 21일 서울 고척스카이돔에서 열린 2025 신한 쏠뱅크 KBO리그 키움 히어로즈와의 경기에서 승리를 확정한 뒤 박진만 감독과 손을 맞대고 있다. (사진=삼성 라이온즈 제공) 2025.05.21. *재판매 및 DB 금지[서울=뉴시스]문채현 기자 = 프로야구 삼성...,뉴시스,https://imgnews.pstatic.net/image/thumb154/003/2025/05/22/13258090.jpg,https://imgnews.pstatic.net/image/003/2025/05/22/NISI20250522_0001849025_web_20250522102842_20250522103822310.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T10:37:50,4790
SS,382,0001198767,"[SD 베이스볼 피플] ‘주전 위해 달려왔던’ 삼성 류지혁의 특별한 1000경기, 다음 목표는 “강민호, 최형우 선배”",삼성 류지혁은 21일 고척 키움전에서 개인 통산 1000경기를 달성했다. 주전 한자리를 차지하기 위해 노력했던 시절이 있었기에 가능했던 결과물이다. 그는 2000경기 이상 출전한 베테랑 강민호와 최형우를 언급하며 더 오랫동안 살아남겠다고 다짐했다. 스포츠동아 DB삼성 라이온즈 류지혁(31)은 2020년 5월까지 뛰었던 두...,스포츠동아,https://imgnews.pstatic.net/image/thumb154/382/2025/05/22/1198767.jpg,https://imgnews.pstatic.net/image/382/2025/05/22/0001198767_001_20250522120815439.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T10:26:12,1095
SS,477,0000551412,"""145㎞ 딱 하나 던졌다고"" 이래서는…오승환 부르고 싶어도 못 부른다, 구위 회복이 먼저","▲ 오승환 ⓒ삼성 라이온즈▲오승환 ⓒ삼성 라이온즈[스포티비뉴스=고척, 신원철 기자] ""저번에는 시속 145㎞ 하나 던졌는데 그게 딱 하나라고 하더라고요. 평균 구속이 지금 140㎞ 초반이라서….""삼성 박진만 감독이 오승환 복귀 일정을 주워담았다. 그럴 수 밖에 없었다. 투구 내용만 괜찮았다면 홈에서 열릴 주말 3연전에는...",스포티비뉴스,https://imgnews.pstatic.net/image/thumb154/477/2025/05/22/551412.jpg,https://imgnews.pstatic.net/image/477/2025/05/22/0000551412_001_20250522102216207.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T10:22:16,38139
SS,109,0005311214,"‘지찬 라이온즈’는 괜히 나온 말이 아니다…김지찬, 복귀 후 이틀 연속 멀티히트+결승타 폭발","[OSEN=고척, 이대선 기자] 20일 오후 서울 고척스카이돔에서 2025 신한 SOL Bank KBO리그 키움 히어로즈와 삼성 라이온즈의 경기가 열렸다.키움은 로젠버그, 삼성은 원태인을 선발 투수로 내세웠다.11회초 1사 만루에서 삼성 김지찬이 우전 적시타를 치고 환호하고 있다. 2025.05.20 /sunday@ose...",OSEN,https://imgnews.pstatic.net/image/thumb154/109/2025/05/22/5311214.jpg,https://imgnews.pstatic.net/image/109/2025/05/22/0005311214_001_20250522102214753.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T10:22:14,7212
SS,657,0000038649,'에이스의 품격' 후라도+'돌아온 리드오프' 김지찬···삼성 3연패 뒤 2연승,마운드에서 에이스의 품격을 보여준 아리엘 후라도와 부상에서 돌아와 선두타자로 2경기째 나선 김지찬의 활약이 더해진 삼성라이온즈가 3연패 뒤 2연승을 기록합니다.5월 21일 저녁 서울 고척스카이돔에서 펼쳐진 2025 신한 SOL 뱅크 KBO리그 키움히어로즈와의 주중 3연전 2번째 대결에서 삼성은 6이닝 1실점의 호투로 시즌...,대구MBC,https://imgnews.pstatic.net/image/thumb154/657/2025/05/22/38649.jpg,https://imgnews.pstatic.net/image/657/2025/05/22/0000038649_001_20250522084209278.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T08:42:09,8576
SS,001,0015403984,"269일 만에 다시 밟은 고척 마운드…삼성 후라도 ""익숙한 느낌""",삼성 이적 후 첫 고척 등판서 키움 상대로 6이닝 1실점 시즌 4승삼성 외국인 투수 후라도의 투구[삼성 라이온즈 제공. 재판매 및 DB 금지] (서울=연합뉴스) 이대호 기자 = 서울 고척스카이돔 마운드를 다시 밟은 아리엘 후라도(29·삼성 라이온즈)는 마치 고향에 돌아온 것처럼 편안한 표정이었다. 2023년 키움 히어로즈...,연합뉴스,https://imgnews.pstatic.net/image/thumb154/001/2025/05/22/15403984.jpg,https://imgnews.pstatic.net/image/001/2025/05/22/AKR20250522023200007_01_i_P4_20250522084013639.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T08:39:20,2138
SS,425,0000165075,"박진만 감독 ""오승환, 시간 더 필요""...2군 평균자책점 19.80 부진","역투하는 오승환. 사진[연합뉴스][진병두 마니아타임즈 기자] 프로야구 최고령 선수인 삼성 라이온즈 오승환(42)의 1군 복귀가 예상보다 더 늦어질 전망이다.박진만 삼성 감독은 21일 서울 고척스카이돔에서 열리는 키움 히어로즈전을 앞두고 취재진과 만나 ""오승환 선수는 오늘 퓨처스(2군)리그 경기에 등판했는데, 조금 더 시간...",마니아타임즈,https://imgnews.pstatic.net/image/thumb154/425/2025/05/22/165075.jpg,https://imgnews.pstatic.net/image/425/2025/05/22/2025052118204905142dad9f33a29211213117128_20250522082610085.png,1,kbo,KBO리그,kbaseball,2025-05-22T08:26:10,7907
SS,241,0003439122,"'승률 71%' 김지찬 돌아오니, 삼성 타선 잘 굴러간다 [IS 스타]","2025 KB0리그 프로야구 키움히어로즈와 삼성라이온즈의 경기가 20일 오후 서울 고척스카이돔에서 열렸다. 연장 11회초 1사 만루 김지찬이 1타점 적시타를 치고 있다. 고척=김민규 기자 mgkim1@edaily.co.kr /2025.05.20/21경기 15승, 승률 0.714. 올 시즌 김지찬이 뛰었을 때 삼성 라이온즈...",일간스포츠,https://imgnews.pstatic.net/image/thumb154/241/2025/05/22/3439122.jpg,https://imgnews.pstatic.net/image/241/2025/05/22/0003439122_001_20250522080408681.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T08:04:01,15827
SS,311,0001868606,"돌아온 김지찬, 볼넷·안타·안타→득점·득점·득점…존재감 대단한 삼성 '승리 요정'","삼성 라이온즈 김지찬이 21일 고척 키움 히어로즈전에서 득점 후 축하 받고 있다. 엑스포츠뉴스 고척, 고아라 기자(엑스포츠뉴스 최원영 기자) &#39;승리 요정&#39;이다.삼성 라이온즈 외야수 김지찬은 최근 부상에서 복귀하자마자 맹활약 중이다. 팀 승리에 크게 기여하며 미소 짓고 있다. 존재감이 남다르다.김지찬은 올 시...",엑스포츠뉴스,https://imgnews.pstatic.net/image/thumb154/311/2025/05/22/1868606.jpg,https://imgnews.pstatic.net/image/311/2025/05/22/0001868606_001_20250522074308535.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T07:43:08,3882
SS,477,0000551389,"""강민호 최형우!"" 31살에 1000경기 출전 슈퍼 유틸리티, 한국 대표 초인을 넘본다","▲ 류지혁 ⓒ곽혜미 기자▲ 류지혁 ⓒ곽혜미 기자[스포티비뉴스=고척, 신원철 기자] ""저도 앞으로 큰 목표를 한 번 새겨보려고요. 강민호 최형우!"" 삼성 류지혁(31)에게 새로운 목표가 생겼다. 31살 나이에 달성한 1000경기 출전 기록에 만족하고 싶지 않다. 그동안 한 팀에서 뛰며 곁에서 지켜본 &#39;한국야구 대표...",스포티비뉴스,https://imgnews.pstatic.net/image/thumb154/477/2025/05/22/551389.jpg,https://imgnews.pstatic.net/image/477/2025/05/22/0000551389_001_20250522072618719.jpg,1,kbo,KBO리그,kbaseball,2025-05-22T07:26:18,5068
